profile_id,steering_condition,model_key,target_O,target_N,pred_O,pred_N,n_essays
syn_0006,persona_only,qwen3-32b,41.0,43.0,58.17616,55.658127,6
syn_0007,lex_fewshot,deepseek-v3,1.0,61.0,58.14522,60.04517,6
syn_0007,lex_fewshot,gpt-4o-mini,1.0,61.0,54.34622,59.277283,6
syn_0007,lex_fewshot,qwen3-32b,1.0,61.0,48.74383,61.18994,6
syn_0007,liwc_only,deepseek-v3,1.0,61.0,54.10053,62.136387,6
syn_0007,liwc_only,gpt-4o-mini,1.0,61.0,53.23389,55.46207,6
syn_0007,liwc_only,qwen3-32b,1.0,61.0,53.8985,54.855587,6
syn_0007,persona_liwc,deepseek-v3,1.0,61.0,54.43173,57.993153,6
syn_0007,persona_liwc,gpt-4o-mini,1.0,61.0,55.51173,58.55365,6
syn_0007,persona_liwc,qwen3-32b,1.0,61.0,51.198593,61.353428,6
syn_0007,persona_only,deepseek-v3,1.0,61.0,50.401627,59.273968,6
syn_0007,persona_only,gpt-4o-mini,1.0,61.0,55.92342,50.707226,6
syn_0007,persona_only,qwen3-32b,1.0,61.0,54.38178,58.3295,6
syn_0008,lex_fewshot,deepseek-v3,39.0,75.0,52.022907,57.199192,6
syn_0008,lex_fewshot,gpt-4o-mini,39.0,75.0,56.520462,59.621536,6
syn_0008,lex_fewshot,qwen3-32b,39.0,75.0,45.38274,58.850037,6
syn_0008,liwc_only,deepseek-v3,39.0,75.0,47.588177,48.938507,6
syn_0008,liwc_only,gpt-4o-mini,39.0,75.0,55.60495,56.435284,6
syn_0008,liwc_only,qwen3-32b,39.0,75.0,54.05667,57.450497,6
syn_0008,persona_liwc,deepseek-v3,39.0,75.0,49.134842,57.7621,6
syn_0008,persona_liwc,gpt-4o-mini,39.0,75.0,57.096607,57.847157,6
syn_0008,persona_liwc,qwen3-32b,39.0,75.0,56.95985,49.95801,6
syn_0008,persona_only,deepseek-v3,39.0,75.0,54.718403,56.99698,6
syn_0008,persona_only,gpt-4o-mini,39.0,75.0,60.126907,60.279827,6
syn_0008,persona_only,qwen3-32b,39.0,75.0,54.31526,61.495693,6
syn_0009,lex_fewshot,deepseek-v3,26.0,26.0,56.414703,57.809616,6
syn_0009,lex_fewshot,gpt-4o-mini,26.0,26.0,52.905224,55.890945,6
syn_0009,lex_fewshot,qwen3-32b,26.0,26.0,58.27275,55.4294,6
syn_0009,liwc_only,deepseek-v3,26.0,26.0,46.98054,56.387074,6
syn_0009,liwc_only,gpt-4o-mini,26.0,26.0,57.74203,62.59902,6
syn_0009,liwc_only,qwen3-32b,26.0,26.0,49.233124,58.89552,6
syn_0009,persona_liwc,deepseek-v3,26.0,26.0,53.0334,55.303986,6
syn_0009,persona_liwc,gpt-4o-mini,26.0,26.0,67.38812,55.86197,6
syn_0009,persona_liwc,qwen3-32b,26.0,26.0,57.79774,54.063828,6
syn_0009,persona_only,deepseek-v3,26.0,26.0,47.119705,56.232517,6
syn_0009,persona_only,gpt-4o-mini,26.0,26.0,58.271465,60.557667,6
syn_0009,persona_only,qwen3-32b,26.0,26.0,60.814312,49.279774,6
syn_0010,lex_fewshot,deepseek-v3,28.0,9.0,57.207245,57.306744,6
syn_0010,lex_fewshot,gpt-4o-mini,28.0,9.0,56.86159,58.904984,6
syn_0010,lex_fewshot,qwen3-32b,28.0,9.0,54.3441,51.53185,6
syn_0010,liwc_only,deepseek-v3,28.0,9.0,54.249134,55.128513,6
syn_0010,liwc_only,gpt-4o-mini,28.0,9.0,58.62051,58.729816,6
syn_0010,liwc_only,qwen3-32b,28.0,9.0,54.948593,47.219975,6
syn_0010,persona_liwc,deepseek-v3,28.0,9.0,60.77463,54.635166,6
syn_0010,persona_liwc,gpt-4o-mini,28.0,9.0,60.82963,58.35971,6
syn_0010,persona_liwc,qwen3-32b,28.0,9.0,48.511883,58.230488,6
syn_0010,persona_only,deepseek-v3,28.0,9.0,58.47491,59.26564,6
syn_0010,persona_only,gpt-4o-mini,28.0,9.0,65.76047,56.640568,6
syn_0010,persona_only,qwen3-32b,28.0,9.0,56.81081,53.238415,6
syn_0011,lex_fewshot,deepseek-v3,84.92988441557782,90.0,53.305374,57.332447,6
syn_0011,lex_fewshot,gpt-4o-mini,84.92988441557782,90.0,52.63034,51.464924,6
syn_0011,lex_fewshot,qwen3-32b,84.92988441557782,90.0,52.076233,44.148846,6
syn_0011,liwc_only,deepseek-v3,84.92988441557782,90.0,53.946484,55.327072,6
syn_0011,liwc_only,gpt-4o-mini,84.92988441557782,90.0,59.40031,58.49553,6
syn_0011,liwc_only,qwen3-32b,84.92988441557782,90.0,58.796864,52.451412,6
syn_0011,persona_liwc,deepseek-v3,84.92988441557782,90.0,56.150497,61.874783,6
syn_0011,persona_liwc,gpt-4o-mini,84.92988441557782,90.0,60.45161,56.72716,6
syn_0011,persona_liwc,qwen3-32b,84.92988441557782,90.0,57.028187,56.229065,6
syn_0011,persona_only,deepseek-v3,84.92988441557782,90.0,48.16684,65.0825,6
syn_0011,persona_only,gpt-4o-mini,84.92988441557782,90.0,62.14536,56.243023,6
syn_0011,persona_only,qwen3-32b,84.92988441557782,90.0,50.44161,60.10889,6
syn_0012,lex_fewshot,deepseek-v3,6.0,46.0,55.838352,57.205517,6
syn_0012,lex_fewshot,gpt-4o-mini,6.0,46.0,56.641083,60.071564,6
syn_0012,lex_fewshot,qwen3-32b,6.0,46.0,55.5537,54.210987,6
syn_0012,liwc_only,deepseek-v3,6.0,46.0,45.76877,48.844166,6
syn_0012,liwc_only,gpt-4o-mini,6.0,46.0,57.38711,60.31239,6
syn_0012,liwc_only,qwen3-32b,6.0,46.0,55.907665,53.244522,6
syn_0012,persona_liwc,deepseek-v3,6.0,46.0,52.833424,61.71645,6
syn_0012,persona_liwc,gpt-4o-mini,6.0,46.0,54.33212,59.685413,6
syn_0012,persona_liwc,qwen3-32b,6.0,46.0,51.6479,56.170567,6
syn_0012,persona_only,deepseek-v3,6.0,46.0,53.969242,61.908325,6
syn_0012,persona_only,gpt-4o-mini,6.0,46.0,58.92761,51.259186,6
syn_0012,persona_only,qwen3-32b,6.0,46.0,61.265793,62.01778,6
syn_0013,lex_fewshot,deepseek-v3,34.0,81.0,58.42308,60.84474,6
syn_0013,lex_fewshot,gpt-4o-mini,34.0,81.0,59.323574,60.204422,6
syn_0013,lex_fewshot,qwen3-32b,34.0,81.0,49.979008,55.74521,6
syn_0013,liwc_only,deepseek-v3,34.0,81.0,51.753937,57.745533,6
syn_0013,liwc_only,gpt-4o-mini,34.0,81.0,53.484577,56.11752,6
syn_0013,liwc_only,qwen3-32b,34.0,81.0,56.525753,51.25421,6
syn_0013,persona_liwc,deepseek-v3,34.0,81.0,52.14157,63.108753,6
syn_0013,persona_liwc,gpt-4o-mini,34.0,81.0,56.728382,58.09291,6
syn_0013,persona_liwc,qwen3-32b,34.0,81.0,58.100647,63.136776,6
syn_0013,persona_only,deepseek-v3,34.0,81.0,53.65778,56.05901,6
syn_0013,persona_only,gpt-4o-mini,34.0,81.0,58.786087,51.744556,6
syn_0013,persona_only,qwen3-32b,34.0,81.0,57.698166,62.312824,6
syn_0014,lex_fewshot,deepseek-v3,65.0,65.0,58.07288,57.900116,6
syn_0014,lex_fewshot,gpt-4o-mini,65.0,65.0,56.68355,51.961254,6
syn_0014,lex_fewshot,qwen3-32b,65.0,65.0,52.236256,48.615566,6
syn_0014,liwc_only,deepseek-v3,65.0,65.0,56.500168,57.838383,6
syn_0014,liwc_only,gpt-4o-mini,65.0,65.0,54.85616,59.707123,6
syn_0014,liwc_only,qwen3-32b,65.0,65.0,54.82024,50.577038,6
syn_0014,persona_liwc,deepseek-v3,65.0,65.0,59.935284,50.745068,6
syn_0014,persona_liwc,gpt-4o-mini,65.0,65.0,61.85924,54.94145,6
syn_0014,persona_liwc,qwen3-32b,65.0,65.0,58.194225,61.421707,6
syn_0014,persona_only,deepseek-v3,65.0,65.0,61.19168,60.81645,6
syn_0014,persona_only,gpt-4o-mini,65.0,65.0,63.226406,57.307632,6
syn_0014,persona_only,qwen3-32b,65.0,65.0,54.343044,61.046864,6
syn_0015,lex_fewshot,deepseek-v3,30.0,82.0,55.529175,63.033375,6
syn_0015,lex_fewshot,gpt-4o-mini,30.0,82.0,61.952038,55.288254,6
syn_0015,lex_fewshot,qwen3-32b,30.0,82.0,57.73518,59.727398,6
syn_0015,liwc_only,deepseek-v3,30.0,82.0,56.310436,62.137714,6
syn_0015,liwc_only,gpt-4o-mini,30.0,82.0,54.959866,56.392094,6
syn_0015,liwc_only,qwen3-32b,30.0,82.0,52.894176,57.069653,6
syn_0015,persona_liwc,deepseek-v3,30.0,82.0,52.491314,62.29456,6
syn_0015,persona_liwc,gpt-4o-mini,30.0,82.0,61.971935,54.1055,6
syn_0015,persona_liwc,qwen3-32b,30.0,82.0,50.967175,62.673084,6
syn_0015,persona_only,deepseek-v3,30.0,82.0,57.049603,59.941982,6
syn_0015,persona_only,gpt-4o-mini,30.0,82.0,65.19174,54.038227,6
syn_0015,persona_only,qwen3-32b,30.0,82.0,57.04352,55.808857,6
syn_0016,lex_fewshot,deepseek-v3,5.0,72.0,50.176884,65.756935,6
syn_0016,lex_fewshot,gpt-4o-mini,5.0,72.0,55.104553,53.982456,6
syn_0016,lex_fewshot,qwen3-32b,5.0,72.0,53.48306,51.508453,6
syn_0016,liwc_only,deepseek-v3,5.0,72.0,53.965084,57.000534,6
syn_0016,liwc_only,gpt-4o-mini,5.0,72.0,62.206005,58.575485,6
syn_0016,liwc_only,qwen3-32b,5.0,72.0,51.202763,53.63394,6
syn_0016,persona_liwc,deepseek-v3,5.0,72.0,51.869415,61.789112,6
syn_0016,persona_liwc,gpt-4o-mini,5.0,72.0,53.910263,60.607708,6
syn_0016,persona_liwc,qwen3-32b,5.0,72.0,48.007763,60.619396,6
syn_0016,persona_only,deepseek-v3,5.0,72.0,51.691746,64.235245,6
syn_0016,persona_only,gpt-4o-mini,5.0,72.0,60.138763,53.681,6
syn_0016,persona_only,qwen3-32b,5.0,72.0,54.449528,61.258556,6
syn_0017,lex_fewshot,deepseek-v3,95.0,75.0,48.95079,51.26768,6
syn_0017,lex_fewshot,gpt-4o-mini,95.0,75.0,57.011417,57.757275,6
syn_0017,lex_fewshot,qwen3-32b,95.0,75.0,48.75693,55.328625,6
syn_0017,liwc_only,deepseek-v3,95.0,75.0,52.55725,51.704254,6
syn_0017,liwc_only,gpt-4o-mini,95.0,75.0,56.735188,51.548386,6
syn_0017,liwc_only,qwen3-32b,95.0,75.0,54.409943,60.880375,6
syn_0017,persona_liwc,deepseek-v3,95.0,75.0,54.356815,60.939495,6
syn_0017,persona_liwc,gpt-4o-mini,95.0,75.0,56.916737,60.894917,6
syn_0017,persona_liwc,qwen3-32b,95.0,75.0,52.414555,59.69154,6
syn_0017,persona_only,deepseek-v3,95.0,75.0,57.57614,53.47722,6
syn_0017,persona_only,gpt-4o-mini,95.0,75.0,59.22015,61.53506,6
syn_0017,persona_only,qwen3-32b,95.0,75.0,53.833843,56.912457,6
syn_0018,lex_fewshot,deepseek-v3,34.0,36.0,50.744827,55.689117,6
syn_0018,lex_fewshot,gpt-4o-mini,34.0,36.0,64.049385,59.10919,6
syn_0018,lex_fewshot,qwen3-32b,34.0,36.0,49.82077,52.619125,6
syn_0018,liwc_only,deepseek-v3,34.0,36.0,51.03037,59.86343,6
syn_0018,liwc_only,gpt-4o-mini,34.0,36.0,58.96704,58.207,6
syn_0018,liwc_only,qwen3-32b,34.0,36.0,54.373993,48.47761,6
syn_0018,persona_liwc,deepseek-v3,34.0,36.0,53.91096,57.657513,6
syn_0018,persona_liwc,gpt-4o-mini,34.0,36.0,64.388664,60.30359,6
syn_0018,persona_liwc,qwen3-32b,34.0,36.0,51.391663,53.870182,6
syn_0018,persona_only,deepseek-v3,34.0,36.0,52.121128,60.82687,6
syn_0018,persona_only,gpt-4o-mini,34.0,36.0,61.182354,56.597637,6
syn_0018,persona_only,qwen3-32b,34.0,36.0,60.509186,54.35411,6
syn_0019,lex_fewshot,deepseek-v3,50.0,34.0,49.088337,53.514393,6
syn_0019,lex_fewshot,gpt-4o-mini,50.0,34.0,56.539845,60.33864,6
syn_0019,lex_fewshot,qwen3-32b,50.0,34.0,52.301907,51.7731,6
syn_0019,liwc_only,deepseek-v3,50.0,34.0,46.599743,53.656857,6
syn_0019,liwc_only,gpt-4o-mini,50.0,34.0,55.311672,59.97714,6
syn_0019,liwc_only,qwen3-32b,50.0,34.0,55.993652,53.55151,6
syn_0019,persona_liwc,deepseek-v3,50.0,34.0,52.283154,56.59255,6
syn_0019,persona_liwc,gpt-4o-mini,50.0,34.0,62.71047,65.24437,6
syn_0019,persona_liwc,qwen3-32b,50.0,34.0,51.35785,57.577595,6
syn_0019,persona_only,deepseek-v3,50.0,34.0,60.550465,58.746456,6
syn_0019,persona_only,gpt-4o-mini,50.0,34.0,59.76209,54.352398,6
syn_0019,persona_only,qwen3-32b,50.0,34.0,60.95146,57.29529,6
syn_0020,lex_fewshot,deepseek-v3,15.0,61.0,52.6844,56.46747,6
syn_0020,lex_fewshot,gpt-4o-mini,15.0,61.0,58.768524,55.602783,6
syn_0020,lex_fewshot,qwen3-32b,15.0,61.0,50.053513,50.40962,6
syn_0020,liwc_only,deepseek-v3,15.0,61.0,49.60611,57.043514,6
syn_0020,liwc_only,gpt-4o-mini,15.0,61.0,57.787556,56.88509,6
syn_0020,liwc_only,qwen3-32b,15.0,61.0,51.502346,54.02106,6
syn_0020,persona_liwc,deepseek-v3,15.0,61.0,50.535202,56.617634,6
syn_0020,persona_liwc,gpt-4o-mini,15.0,61.0,58.89804,53.773605,6
syn_0020,persona_liwc,qwen3-32b,15.0,61.0,49.720505,51.37541,6
syn_0020,persona_only,deepseek-v3,15.0,61.0,50.616726,54.68626,6
syn_0020,persona_only,gpt-4o-mini,15.0,61.0,59.727802,51.08267,6
syn_0020,persona_only,qwen3-32b,15.0,61.0,59.845535,60.144817,6
syn_0021,lex_fewshot,deepseek-v3,80.0,97.0,55.24046,63.532257,6
syn_0021,lex_fewshot,gpt-4o-mini,80.0,97.0,56.126038,59.76994,6
syn_0021,lex_fewshot,qwen3-32b,80.0,97.0,56.50566,50.33098,6
syn_0021,liwc_only,deepseek-v3,80.0,97.0,53.022236,61.008373,6
syn_0021,liwc_only,gpt-4o-mini,80.0,97.0,58.880585,63.07805,6
syn_0021,liwc_only,qwen3-32b,80.0,97.0,47.87984,59.189114,6
syn_0021,persona_liwc,deepseek-v3,80.0,97.0,50.793793,63.230362,6
syn_0021,persona_liwc,gpt-4o-mini,80.0,97.0,58.587048,63.866306,6
syn_0021,persona_liwc,qwen3-32b,80.0,97.0,56.434597,60.82784,6
syn_0021,persona_only,deepseek-v3,80.0,97.0,61.104412,57.196156,6
syn_0021,persona_only,gpt-4o-mini,80.0,97.0,58.03372,56.35594,6
syn_0021,persona_only,qwen3-32b,80.0,97.0,60.78947,60.76497,6
syn_0022,lex_fewshot,deepseek-v3,29.0,70.0,54.530247,59.720688,6
syn_0022,lex_fewshot,gpt-4o-mini,29.0,70.0,55.134937,65.22671,6
syn_0022,lex_fewshot,qwen3-32b,29.0,70.0,50.70767,54.476166,6
syn_0022,liwc_only,deepseek-v3,29.0,70.0,51.90346,55.120956,6
syn_0022,liwc_only,gpt-4o-mini,29.0,70.0,51.950733,57.16974,6
syn_0022,liwc_only,qwen3-32b,29.0,70.0,52.161144,54.43744,6
syn_0022,persona_liwc,deepseek-v3,29.0,70.0,49.57014,64.21517,6
syn_0022,persona_liwc,gpt-4o-mini,29.0,70.0,62.95081,56.63396,6
syn_0022,persona_liwc,qwen3-32b,29.0,70.0,52.094883,57.174683,6
syn_0022,persona_only,deepseek-v3,29.0,70.0,56.100086,58.802494,6
syn_0022,persona_only,gpt-4o-mini,29.0,70.0,56.986664,51.47282,6
syn_0022,persona_only,qwen3-32b,29.0,70.0,62.561047,54.116962,6
syn_0023,lex_fewshot,deepseek-v3,9.0,92.0,46.88901,53.77217,6
syn_0023,lex_fewshot,gpt-4o-mini,9.0,92.0,54.379208,57.61014,6
syn_0023,lex_fewshot,qwen3-32b,9.0,92.0,59.072704,51.51206,6
syn_0023,liwc_only,deepseek-v3,9.0,92.0,47.139923,57.79611,6
syn_0023,liwc_only,gpt-4o-mini,9.0,92.0,53.617855,59.52524,6
syn_0023,liwc_only,qwen3-32b,9.0,92.0,58.258514,50.22051,6
syn_0023,persona_liwc,deepseek-v3,9.0,92.0,45.033703,58.172028,6
syn_0023,persona_liwc,gpt-4o-mini,9.0,92.0,56.656162,63.82498,6
syn_0023,persona_liwc,qwen3-32b,9.0,92.0,49.98599,53.659115,6
syn_0023,persona_only,deepseek-v3,9.0,92.0,54.474613,61.447735,6
syn_0023,persona_only,gpt-4o-mini,9.0,92.0,59.790222,55.476624,6
syn_0023,persona_only,qwen3-32b,9.0,92.0,61.875214,59.912994,6
syn_0024,lex_fewshot,deepseek-v3,85.0,25.0,51.390293,59.482693,6
syn_0024,lex_fewshot,gpt-4o-mini,85.0,25.0,51.03842,54.971786,6
syn_0024,lex_fewshot,qwen3-32b,85.0,25.0,44.98346,49.976307,6
syn_0024,liwc_only,deepseek-v3,85.0,25.0,57.639606,63.35351,6
syn_0024,liwc_only,gpt-4o-mini,85.0,25.0,59.950195,54.836376,6
syn_0024,liwc_only,qwen3-32b,85.0,25.0,54.887817,57.169983,6
syn_0024,persona_liwc,deepseek-v3,85.0,25.0,59.246506,55.01923,6
syn_0024,persona_liwc,gpt-4o-mini,85.0,25.0,64.91596,57.7162,6
syn_0024,persona_liwc,qwen3-32b,85.0,25.0,59.04926,49.351242,6
syn_0024,persona_only,deepseek-v3,85.0,25.0,52.63762,60.54375,6
syn_0024,persona_only,gpt-4o-mini,85.0,25.0,61.059452,56.261524,6
syn_0024,persona_only,qwen3-32b,85.0,25.0,49.42477,59.24532,6
syn_0025,lex_fewshot,deepseek-v3,65.0,43.0,45.156414,57.284668,6
syn_0025,lex_fewshot,gpt-4o-mini,65.0,43.0,53.72114,59.199703,6
syn_0025,lex_fewshot,qwen3-32b,65.0,43.0,52.423504,49.488724,6
syn_0025,liwc_only,deepseek-v3,65.0,43.0,45.131504,54.236706,6
syn_0025,liwc_only,gpt-4o-mini,65.0,43.0,58.64339,56.42702,6
syn_0025,liwc_only,qwen3-32b,65.0,43.0,49.227386,56.4263,6
syn_0025,persona_liwc,deepseek-v3,65.0,43.0,52.86539,51.470516,6
syn_0025,persona_liwc,gpt-4o-mini,65.0,43.0,57.687344,64.35176,6
syn_0025,persona_liwc,qwen3-32b,65.0,43.0,49.61398,54.219265,6
syn_0025,persona_only,deepseek-v3,65.0,43.0,53.854717,59.47955,6
syn_0025,persona_only,gpt-4o-mini,65.0,43.0,62.67803,58.6718,6
syn_0025,persona_only,qwen3-32b,65.0,43.0,65.39859,60.336544,6
syn_0026,lex_fewshot,deepseek-v3,39.0,6.0,46.219986,58.862183,6
syn_0026,lex_fewshot,gpt-4o-mini,39.0,6.0,59.91007,56.224747,6
syn_0026,lex_fewshot,qwen3-32b,39.0,6.0,53.65066,52.760235,6
syn_0026,liwc_only,deepseek-v3,39.0,6.0,57.42481,56.289738,6
syn_0026,liwc_only,gpt-4o-mini,39.0,6.0,58.4079,59.814556,6
syn_0026,liwc_only,qwen3-32b,39.0,6.0,54.19898,54.391315,6
syn_0026,persona_liwc,deepseek-v3,39.0,6.0,43.970837,56.9258,6
syn_0026,persona_liwc,gpt-4o-mini,39.0,6.0,60.512745,59.275997,6
syn_0026,persona_liwc,qwen3-32b,39.0,6.0,47.879726,51.96112,6
syn_0026,persona_only,deepseek-v3,39.0,6.0,54.826736,54.45575,6
syn_0026,persona_only,gpt-4o-mini,39.0,6.0,55.88316,55.09822,6
syn_0026,persona_only,qwen3-32b,39.0,6.0,60.56802,55.172794,6
syn_0027,lex_fewshot,deepseek-v3,17.0,1.0,47.17207,56.23564,6
syn_0027,lex_fewshot,gpt-4o-mini,17.0,1.0,54.648685,55.605793,6
syn_0027,lex_fewshot,qwen3-32b,17.0,1.0,47.542706,50.00562,6
syn_0027,liwc_only,deepseek-v3,17.0,1.0,43.373676,52.76765,6
syn_0027,liwc_only,gpt-4o-mini,17.0,1.0,51.54716,61.98732,6
syn_0027,liwc_only,qwen3-32b,17.0,1.0,49.577545,59.01206,6
syn_0027,persona_liwc,deepseek-v3,17.0,1.0,45.35558,57.331745,6
syn_0027,persona_liwc,gpt-4o-mini,17.0,1.0,61.749905,51.669285,6
syn_0027,persona_liwc,qwen3-32b,17.0,1.0,46.545544,57.521717,6
syn_0027,persona_only,deepseek-v3,17.0,1.0,54.085648,59.662384,6
syn_0027,persona_only,gpt-4o-mini,17.0,1.0,62.430477,58.736866,6
syn_0027,persona_only,qwen3-32b,17.0,1.0,52.42555,51.357876,6
syn_0028,lex_fewshot,deepseek-v3,3.0,72.0,54.987835,64.162895,6
